ORDEN,AÑO,DISCIPLINA DEPORTIVA,No. GRUPO,BARRIO CLUB,COMUNA CLUB,SEXO,EDAD,ESTRATO,BARRIO DEPORTISTA,COMUNA DEPORTISTA,GRUPO ETAREO
2482,2021,PATINAJE,CANCHA DIAMANTE 2,DIAMANTE II,10. PROVENZA,FEMENINO,6,2,SAN PEDRO CLAVER,09. LA PEDREGOSA,3 a 12 años
2483,2021,PATINAJE,CANCHA DIAMANTE 2,DIAMANTE II,10. PROVENZA,FEMENINO,10,2,SAN PEDRO CLAVER,09. LA PEDREGOSA,3 a 12 años
2484,2021,PATINAJE,CANCHA DIAMANTE 2,DIAMANTE II,10. PROVENZA,FEMENINO,9,3,EL PORVENIR,10. PROVENZA,3 a 12 años
2485,2021,PATINAJE,CANCHA DIAMANTE 2,DIAMANTE II,10. PROVENZA,MASCULINO,6,4,DIAMANTE II,10. PROVENZA,3 a 12 años
2486,2021,PATINAJE,CANCHA DIAMANTE 2,DIAMANTE II,10. PROVENZA,FEMENINO,6,4,SIN INFORMACION,SIN INFORMACION,3 a 12 años
2487,2021,PATINAJE,CANCHA DIAMANTE 2,DIAMANTE II,10. PROVENZA,FEMENINO,11,4,SIN INFORMACION,SIN INFORMACION,3 a 12 años
2488,2021,PATINAJE,CANCHA DIAMANTE 2,DIAMANTE II,10. PROVENZA,FEMENINO,9,3,SAN LUIS,10. PROVENZA,3 a 12 años
2489,2021,PATINAJE,CANCHA DIAMANTE 2,DIAMANTE II,10. PROVENZA,FEMENINO,6,1,SIN INFORMACION,SIN INFORMACION,3 a 12 años
2490,2021,PATINAJE,CANCHA DIAMANTE 2,DIAMANTE II,10. PROVENZA,FEMENINO,10,1,SIN INFORMACION,SIN INFORMACION,3 a 12 años
2491,2021,PATINAJE,CANCHA DIAMANTE 2,DIAMANTE II,10. PROVENZA,FEMENINO,6,4,GARCIA ROVIRA,15. CENTRO,3 a 12 años
2492,2021,PATINAJE,CANCHA DIAMANTE 2,DIAMANTE II,10. PROVENZA,FEMENINO,7,4,SIN INFORMACION,SIN INFORMACION,3 a 12 años
2493,2021,PATINAJE,CANCHA DIAMANTE 2,DIAMANTE II,10. PROVENZA,MASCULINO,6,4,DIAMANTE II,10. PROVENZA,3 a 12 años
2498,2021,PORRISMO,CANCHA EL ROCIO,EL ROCIO,11. SUR,FEMENINO,14,1,LA INDEPENDENCIA,02. NORORIENTAL,13 a 17 años
2499,2021,PORRISMO,CANCHA EL ROCIO,EL ROCIO,11. SUR,FEMENINO,9,3,REAL DE MINAS,07. LA CIUDADELA,3 a 12 años
2500,2021,PORRISMO,CANCHA EL ROCIO,EL ROCIO,11. SUR,FEMENINO,11,2,DELICIAS BAJAS,11. SUR,3 a 12 años
2501,2021,PORRISMO,CANCHA EL ROCIO,EL ROCIO,11. SUR,FEMENINO,8,2,SIN INFORMACION,SIN INFORMACION,3 a 12 años
2502,2021,PORRISMO,CANCHA EL ROCIO,EL ROCIO,11. SUR,FEMENINO,12,3,PROVENZA,10. PROVENZA,3 a 12 años
2503,2021,PORRISMO,CANCHA EL ROCIO,EL ROCIO,11. SUR,FEMENINO,8,1,BRISAS DE PROVENZA,10. PROVENZA,3 a 12 años
2504,2021,PORRISMO,CANCHA EL ROCIO,EL ROCIO,11. SUR,FEMENINO,12,2,LOS CONQUISTADORES,11. SUR,3 a 12 años
2505,2021,PORRISMO,CANCHA EL ROCIO,EL ROCIO,11. SUR,FEMENINO,13,1,REAL DE MINAS,07. LA CIUDADELA,13 a 17 años
2506,2021,PORRISMO,CANCHA EL ROCIO,EL ROCIO,11. SUR,FEMENINO,11,2,LOS CONQUISTADORES,11. SUR,3 a 12 años
2507,2021,PORRISMO,CANCHA EL ROCIO,EL ROCIO,11. SUR,FEMENINO,10,2,REAL DE MINAS,07. LA CIUDADELA,3 a 12 años
2508,2021,PORRISMO,CANCHA EL ROCIO,EL ROCIO,11. SUR,FEMENINO,6,4,PROVENZA,10. PROVENZA,3 a 12 años
2509,2021,PORRISMO,CANCHA EL ROCIO,EL ROCIO,11. SUR,FEMENINO,14,3,EL ROCIO,11. SUR,13 a 17 años
2510,2021,PORRISMO,CANCHA EL ROCIO,EL ROCIO,11. SUR,FEMENINO,13,3,EL ROCIO,11. SUR,13 a 17 años
2511,2021,PORRISMO,CANCHA EL ROCIO,EL ROCIO,11. SUR,FEMENINO,13,3,EL ROCIO,11. SUR,13 a 17 años
2512,2021,PORRISMO,CANCHA EL ROCIO,EL ROCIO,11. SUR,FEMENINO,9,1,PROVENZA,10. PROVENZA,3 a 12 años
2513,2021,PORRISMO,CANCHA EL ROCIO,EL ROCIO,11. SUR,FEMENINO,8,1,TOLEDO PLATA,11. SUR,3 a 12 años
2514,2021,PORRISMO,CANCHA EL ROCIO,EL ROCIO,11. SUR,FEMENINO,10,2,DANGOND,11. SUR,3 a 12 años
2515,2021,PORRISMO,CANCHA EL ROCIO,EL ROCIO,11. SUR,FEMENINO,10,3,VILLA ALICIA,11. SUR,3 a 12 años
2516,2021,PORRISMO,SALON TATAMI,UNIVERSIDAD,03. SAN FRANCISCO,FEMENINO,13,3,SAN FRANCISCO,03. SAN FRANCISCO,13 a 17 años
2517,2021,PORRISMO,SALON TATAMI,UNIVERSIDAD,03. SAN FRANCISCO,FEMENINO,9,4,LA CONCORDIA,06. LA CONCORDIA,3 a 12 años
2518,2021,PORRISMO,SALON TATAMI,UNIVERSIDAD,03. SAN FRANCISCO,FEMENINO,12,3,BOLIVAR,13. ORIENTAL,3 a 12 años
2519,2021,PORRISMO,SALON TATAMI,UNIVERSIDAD,03. SAN FRANCISCO,FEMENINO,9,3,BOLIVAR,13. ORIENTAL,3 a 12 años
2520,2021,PORRISMO,SALON TATAMI,UNIVERSIDAD,03. SAN FRANCISCO,FEMENINO,9,3,GARCIA ROVIRA,15. CENTRO,3 a 12 años
2521,2021,PORRISMO,SALON TATAMI,UNIVERSIDAD,03. SAN FRANCISCO,FEMENINO,12,2,SAN ALONSO,13. ORIENTAL,3 a 12 años
2522,2021,PORRISMO,SALON TATAMI,UNIVERSIDAD,03. SAN FRANCISCO,FEMENINO,10,2,PRIMERO DE MAYO,05. GARCIA ROVIRA,3 a 12 años
2523,2021,PORRISMO,SALON TATAMI,UNIVERSIDAD,03. SAN FRANCISCO,FEMENINO,10,3,GAITAN,04. OCCIDENTAL,3 a 12 años
2524,2021,PORRISMO,SALON TATAMI,UNIVERSIDAD,03. SAN FRANCISCO,FEMENINO,10,3,GAITAN,04. OCCIDENTAL,3 a 12 años
2525,2021,PORRISMO,SALON TATAMI,UNIVERSIDAD,03. SAN FRANCISCO,FEMENINO,9,3,QUINTADANIA,13. ORIENTAL,3 a 12 años
2526,2021,PORRISMO,SALON TATAMI,UNIVERSIDAD,03. SAN FRANCISCO,FEMENINO,7,2,SOTOMAYOR,12. CABECERA DEL LLANO,3 a 12 años
2527,2021,PORRISMO,SALON TATAMI,UNIVERSIDAD,03. SAN FRANCISCO,FEMENINO,9,1,TRANSICION I-V,02. NORORIENTAL,3 a 12 años
2528,2021,PORRISMO,SALON TATAMI,UNIVERSIDAD,03. SAN FRANCISCO,FEMENINO,8,3,MODELO,03. SAN FRANCISCO,3 a 12 años
2529,2021,PORRISMO,SALON TATAMI,UNIVERSIDAD,03. SAN FRANCISCO,FEMENINO,13,3,ALVAREZ,13. ORIENTAL,13 a 17 años
2530,2021,PORRISMO,SALON TATAMI,UNIVERSIDAD,03. SAN FRANCISCO,FEMENINO,9,3,BOLIVAR,13. ORIENTAL,3 a 12 años
2531,2021,PORRISMO,SALON TATAMI,UNIVERSIDAD,03. SAN FRANCISCO,FEMENINO,11,3,RICAURTE,06. LA CONCORDIA,3 a 12 años
2532,2021,PORRISMO,SALON TATAMI,UNIVERSIDAD,03. SAN FRANCISCO,FEMENINO,10,2,SOTOMAYOR,12. CABECERA DEL LLANO,3 a 12 años
2533,2021,PORRISMO,SALON TATAMI,UNIVERSIDAD,03. SAN FRANCISCO,FEMENINO,11,3,QUINTADANIA,13. ORIENTAL,3 a 12 años
2534,2021,PORRISMO,SALON TATAMI,UNIVERSIDAD,03. SAN FRANCISCO,FEMENINO,10,4,SAN ALONSO,13. ORIENTAL,3 a 12 años
2535,2021,PORRISMO,SALON TATAMI,UNIVERSIDAD,03. SAN FRANCISCO,FEMENINO,12,1,MIRAFLORES,14. MORRORICO,3 a 12 años
2536,2021,PORRISMO,SALON TATAMI,UNIVERSIDAD,03. SAN FRANCISCO,FEMENINO,13,4,SAN FRANCISCO,03. SAN FRANCISCO,13 a 17 años
2537,2021,PORRISMO,SALON TATAMI,UNIVERSIDAD,03. SAN FRANCISCO,FEMENINO,14,3,GALAN,13. ORIENTAL,13 a 17 años
2538,2021,PORRISMO,SALON TATAMI,UNIVERSIDAD,03. SAN FRANCISCO,FEMENINO,7,3,GALAN,13. ORIENTAL,3 a 12 años
2539,2021,PORRISMO,SALON TATAMI,UNIVERSIDAD,03. SAN FRANCISCO,FEMENINO,11,1,COMUNEROS,03. SAN FRANCISCO,3 a 12 años
2540,2021,PORRISMO,SALON TATAMI,UNIVERSIDAD,03. SAN FRANCISCO,FEMENINO,13,5,PAN DE AZUCAR,12. CABECERA DEL LLANO,13 a 17 años
2541,2021,PORRISMO,SALON TATAMI,UNIVERSIDAD,03. SAN FRANCISCO,FEMENINO,12,1,MIRAFLORES,14. MORRORICO,3 a 12 años
2542,2021,PORRISMO,SALON COMUNAL,SAN EXPEDITO,16. LAGOS DEL CACIQUE,FEMENINO,11,2,SAN EXPEDITO,16. LAGOS DEL CACIQUE,3 a 12 años
2543,2021,PORRISMO,SALON COMUNAL,SAN EXPEDITO,16. LAGOS DEL CACIQUE,FEMENINO,12,2,LA TRINIDAD,24. CALDAS - REPOSO,3 a 12 años
2544,2021,PORRISMO,SALON COMUNAL,SAN EXPEDITO,16. LAGOS DEL CACIQUE,FEMENINO,12,2,GARCIA ROVIRA,15. CENTRO,3 a 12 años
2545,2021,PORRISMO,SALON COMUNAL,SAN EXPEDITO,16. LAGOS DEL CACIQUE,FEMENINO,8,2,SAN EXPEDITO,16. LAGOS DEL CACIQUE,3 a 12 años
2546,2021,PORRISMO,SALON COMUNAL,SAN EXPEDITO,16. LAGOS DEL CACIQUE,FEMENINO,12,2,SAN EXPEDITO,16. LAGOS DEL CACIQUE,3 a 12 años
2547,2021,PORRISMO,SALON COMUNAL,SAN EXPEDITO,16. LAGOS DEL CACIQUE,MASCULINO,7,2,SAN EXPEDITO,16. LAGOS DEL CACIQUE,3 a 12 años
2548,2021,PORRISMO,SALON COMUNAL,SAN EXPEDITO,16. LAGOS DEL CACIQUE,FEMENINO,9,2,SAN EXPEDITO,16. LAGOS DEL CACIQUE,3 a 12 años
2549,2021,PORRISMO,SALON COMUNAL,SAN EXPEDITO,16. LAGOS DEL CACIQUE,FEMENINO,10,2,GARCIA ROVIRA,15. CENTRO,3 a 12 años
2550,2021,PORRISMO,SALON COMUNAL,SAN EXPEDITO,16. LAGOS DEL CACIQUE,FEMENINO,8,2,SIN INFORMACION,SIN INFORMACION,3 a 12 años
2551,2021,PORRISMO,SALON COMUNAL,SAN EXPEDITO,16. LAGOS DEL CACIQUE,FEMENINO,3,2,SAN EXPEDITO,16. LAGOS DEL CACIQUE,3 a 12 años
2552,2021,PORRISMO,SALON COMUNAL,SAN EXPEDITO,16. LAGOS DEL CACIQUE,FEMENINO,11,2,SAN EXPEDITO,16. LAGOS DEL CACIQUE,3 a 12 años
2553,2021,PORRISMO,SALON COMUNAL,SAN EXPEDITO,16. LAGOS DEL CACIQUE,FEMENINO,11,2,SAN EXPEDITO,16. LAGOS DEL CACIQUE,3 a 12 años
2554,2021,PORRISMO,SALON COMUNAL,SAN EXPEDITO,16. LAGOS DEL CACIQUE,FEMENINO,13,2,SAN EXPEDITO,16. LAGOS DEL CACIQUE,13 a 17 años
2555,2021,PORRISMO,SALON COMUNAL,SAN EXPEDITO,16. LAGOS DEL CACIQUE,FEMENINO,8,2,SAN EXPEDITO,16. LAGOS DEL CACIQUE,3 a 12 años
2556,2021,PORRISMO,SALON COMUNAL,SAN EXPEDITO,16. LAGOS DEL CACIQUE,MASCULINO,13,2,SAN EXPEDITO,16. LAGOS DEL CACIQUE,13 a 17 años
2557,2021,PORRISMO,SALON COMUNAL,SAN EXPEDITO,16. LAGOS DEL CACIQUE,FEMENINO,8,1,GARCIA ROVIRA,15. CENTRO,3 a 12 años
2558,2021,PORRISMO,SALON COMUNAL,SAN EXPEDITO,16. LAGOS DEL CACIQUE,FEMENINO,7,1,GARCIA ROVIRA,15. CENTRO,3 a 12 años
2559,2021,PORRISMO,SALON COMUNAL,SAN EXPEDITO,16. LAGOS DEL CACIQUE,FEMENINO,12,2,SAN EXPEDITO,16. LAGOS DEL CACIQUE,3 a 12 años
2560,2021,PORRISMO,SALON COMUNAL,SAN EXPEDITO,16. LAGOS DEL CACIQUE,FEMENINO,6,2,SAN EXPEDITO,16. LAGOS DEL CACIQUE,3 a 12 años
2561,2021,PORRISMO,SALON COMUNAL,SAN EXPEDITO,16. LAGOS DEL CACIQUE,FEMENINO,9,2,BOSQUES DEL CACIQUE,16. LAGOS DEL CACIQUE,3 a 12 años
2562,2021,PORRISMO,SALON COMUNAL,SAN EXPEDITO,16. LAGOS DEL CACIQUE,FEMENINO,11,2,SAN EXPEDITO,16. LAGOS DEL CACIQUE,3 a 12 años
2563,2021,PORRISMO,SALON COMUNAL,SAN EXPEDITO,16. LAGOS DEL CACIQUE,MASCULINO,8,2,SAN EXPEDITO,16. LAGOS DEL CACIQUE,3 a 12 años
2564,2021,PORRISMO,SALON COMUNAL,SAN EXPEDITO,16. LAGOS DEL CACIQUE,FEMENINO,9,2,SAN EXPEDITO,16. LAGOS DEL CACIQUE,3 a 12 años
2565,2021,PORRISMO,SALON COMUNAL,SAN EXPEDITO,16. LAGOS DEL CACIQUE,FEMENINO,9,2,SAN EXPEDITO,16. LAGOS DEL CACIQUE,3 a 12 años
2566,2021,PORRISMO,SALON COMUNAL,SAN EXPEDITO,16. LAGOS DEL CACIQUE,FEMENINO,9,2,SAN EXPEDITO,16. LAGOS DEL CACIQUE,3 a 12 años
2567,2021,PORRISMO,SALON COMUNAL,SAN EXPEDITO,16. LAGOS DEL CACIQUE,FEMENINO,10,2,SAN EXPEDITO,16. LAGOS DEL CACIQUE,3 a 12 años
2568,2021,PORRISMO,SALON COMUNAL,SAN EXPEDITO,16. LAGOS DEL CACIQUE,FEMENINO,10,2,SAN EXPEDITO,16. LAGOS DEL CACIQUE,3 a 12 años
2569,2021,PORRISMO,AGORA - CANCHA KENNEDY,KENNEDY,01. NORTE,FEMENINO,13,2,GRANADA,04. OCCIDENTAL,13 a 17 años
2570,2021,PORRISMO,AGORA - CANCHA KENNEDY,KENNEDY,01. NORTE,FEMENINO,11,2,GRANADA,04. OCCIDENTAL,3 a 12 años
2571,2021,PORRISMO,AGORA - CANCHA KENNEDY,KENNEDY,01. NORTE,FEMENINO,12,2,GAITAN,04. OCCIDENTAL,3 a 12 años
2572,2021,PORRISMO,AGORA - CANCHA KENNEDY,KENNEDY,01. NORTE,FEMENINO,11,1,SAN FRANCISCO,03. SAN FRANCISCO,3 a 12 años
2573,2021,PORRISMO,AGORA - CANCHA KENNEDY,KENNEDY,01. NORTE,FEMENINO,8,1,SAN FRANCISCO,03. SAN FRANCISCO,3 a 12 años
2574,2021,PORRISMO,AGORA - CANCHA KENNEDY,KENNEDY,01. NORTE,FEMENINO,7,2,SANTANDER,04. OCCIDENTAL,3 a 12 años
2575,2021,PORRISMO,AGORA - CANCHA KENNEDY,KENNEDY,01. NORTE,FEMENINO,11,1,GAITAN,04. OCCIDENTAL,3 a 12 años
2576,2021,PORRISMO,AGORA - CANCHA KENNEDY,KENNEDY,01. NORTE,FEMENINO,7,2,GRANADA,04. OCCIDENTAL,3 a 12 años
2577,2021,PORRISMO,AGORA - CANCHA KENNEDY,KENNEDY,01. NORTE,FEMENINO,6,1,GAITAN,04. OCCIDENTAL,3 a 12 años
2578,2021,PORRISMO,AGORA - CANCHA KENNEDY,KENNEDY,01. NORTE,FEMENINO,10,2,GRANADA,04. OCCIDENTAL,3 a 12 años
2579,2021,PORRISMO,AGORA - CANCHA KENNEDY,KENNEDY,01. NORTE,FEMENINO,8,2,GRANADA,04. OCCIDENTAL,3 a 12 años
2580,2021,PORRISMO,AGORA - CANCHA KENNEDY,KENNEDY,01. NORTE,FEMENINO,8,2,GARCIA ROVIRA,15. CENTRO,3 a 12 años
2581,2021,PORRISMO,AGORA - CANCHA KENNEDY,KENNEDY,01. NORTE,FEMENINO,11,2,TEJAR NORTE,01. NORTE,3 a 12 años
2582,2021,PORRISMO,AGORA - CANCHA KENNEDY,KENNEDY,01. NORTE,FEMENINO,12,2,GRANADA,04. OCCIDENTAL,3 a 12 años
2583,2021,PORRISMO,AGORA - CANCHA KENNEDY,KENNEDY,01. NORTE,FEMENINO,6,2,GIRARDOT,04. OCCIDENTAL,3 a 12 años
2584,2021,PORRISMO,AGORA - CANCHA KENNEDY,KENNEDY,01. NORTE,FEMENINO,8,2,CABECERA DEL LLANO,12. CABECERA DEL LLANO,3 a 12 años
2585,2021,PORRISMO,AGORA - CANCHA KENNEDY,KENNEDY,01. NORTE,FEMENINO,8,1,LOS PINOS,13. ORIENTAL,3 a 12 años
2586,2021,PORRISMO,AGORA - CANCHA KENNEDY,KENNEDY,01. NORTE,FEMENINO,14,3,MUTUALIDAD,03. SAN FRANCISCO,13 a 17 años
2587,2021,PORRISMO,AGORA - CANCHA KENNEDY,KENNEDY,01. NORTE,FEMENINO,12,1,GARCIA ROVIRA,15. CENTRO,3 a 12 años
2588,2021,PORRISMO,AGORA - CANCHA KENNEDY,KENNEDY,01. NORTE,MASCULINO,15,1,GARCIA ROVIRA,15. CENTRO,13 a 17 años
2589,2021,PORRISMO,AGORA - CANCHA KENNEDY,KENNEDY,01. NORTE,FEMENINO,8,2,MORRORICO,14. MORRORICO,3 a 12 años
2590,2021,PORRISMO,AGORA - CANCHA KENNEDY,KENNEDY,01. NORTE,FEMENINO,5,2,LOS PINOS,13. ORIENTAL,3 a 12 años
2591,2021,PORRISMO,CANCHA QUEBRADA LA IGLESIA,SAN PEDRO CLAVER,09. LA PEDREGOSA,FEMENINO,11,2,SAN ALONSO,13. ORIENTAL,3 a 12 años
2592,2021,PORRISMO,CANCHA QUEBRADA LA IGLESIA,SAN PEDRO CLAVER,09. LA PEDREGOSA,FEMENINO,8,2,GARCIA ROVIRA,15. CENTRO,3 a 12 años
2593,2021,PORRISMO,CANCHA QUEBRADA LA IGLESIA,SAN PEDRO CLAVER,09. LA PEDREGOSA,FEMENINO,8,2,SAN PEDRO CLAVER,09. LA PEDREGOSA,3 a 12 años
2594,2021,VOLEIBOL,CANCHA DE MINI BASKET-PARQUE MANUELA BELTRAN,MANUELA BELTRAN,11. SUR,FEMENINO,6,3,SANTA MARIA,11. SUR,3 a 12 años
2595,2021,VOLEIBOL,CANCHA DE MINI BASKET-PARQUE MANUELA BELTRAN,MANUELA BELTRAN,11. SUR,FEMENINO,7,2,MANUELA BELTRAN,11. SUR,3 a 12 años
2596,2021,VOLEIBOL,CANCHA DE MINI BASKET-PARQUE MANUELA BELTRAN,MANUELA BELTRAN,11. SUR,MASCULINO,7,2,IGSABELAR,11. SUR,3 a 12 años
2597,2021,VOLEIBOL,CANCHA DE MINI BASKET-PARQUE MANUELA BELTRAN,MANUELA BELTRAN,11. SUR,FEMENINO,8,2,MANUELA BELTRAN,11. SUR,3 a 12 años
2598,2021,VOLEIBOL,CANCHA DE MINI BASKET-PARQUE MANUELA BELTRAN,MANUELA BELTRAN,11. SUR,MASCULINO,8,2,MANUELA BELTRAN,11. SUR,3 a 12 años
2599,2021,VOLEIBOL,CANCHA DE MINI BASKET-PARQUE MANUELA BELTRAN,MANUELA BELTRAN,11. SUR,FEMENINO,9,2,MANUELA BELTRAN,11. SUR,3 a 12 años
2600,2021,VOLEIBOL,CANCHA DE MINI BASKET-PARQUE MANUELA BELTRAN,MANUELA BELTRAN,11. SUR,MASCULINO,8,2,JARDINES DE COAVICONSA,11. SUR,3 a 12 años
2601,2021,VOLEIBOL,CANCHA DE MINI BASKET-PARQUE MANUELA BELTRAN,MANUELA BELTRAN,11. SUR,MASCULINO,9,2,MANUELA BELTRAN,11. SUR,3 a 12 años
2602,2021,VOLEIBOL,CANCHA DE MINI BASKET-PARQUE MANUELA BELTRAN,MANUELA BELTRAN,11. SUR,FEMENINO,9,2,MANUELA BELTRAN,11. SUR,3 a 12 años
2603,2021,VOLEIBOL,CANCHA DE MINI BASKET-PARQUE MANUELA BELTRAN,MANUELA BELTRAN,11. SUR,FEMENINO,10,1,SIN INFORMACION,SIN INFORMACION,3 a 12 años
2604,2021,VOLEIBOL,CANCHA DE MINI BASKET-PARQUE MANUELA BELTRAN,MANUELA BELTRAN,11. SUR,MASCULINO,10,2,MANUELA BELTRAN,11. SUR,3 a 12 años
2605,2021,VOLEIBOL,CANCHA DE MINI BASKET-PARQUE MANUELA BELTRAN,MANUELA BELTRAN,11. SUR,FEMENINO,10,2,MANUELA BELTRAN,11. SUR,3 a 12 años
2606,2021,VOLEIBOL,CANCHA DE MINI BASKET-PARQUE MANUELA BELTRAN,MANUELA BELTRAN,11. SUR,MASCULINO,10,2,MANUELA BELTRAN,11. SUR,3 a 12 años
2607,2021,VOLEIBOL,CANCHA DE MINI BASKET-PARQUE MANUELA BELTRAN,MANUELA BELTRAN,11. SUR,FEMENINO,11,3,CANDADO,11. SUR,3 a 12 años
2608,2021,VOLEIBOL,CANCHA DE MINI BASKET-PARQUE MANUELA BELTRAN,MANUELA BELTRAN,11. SUR,MASCULINO,11,3,GARCIA ROVIRA,15. CENTRO,3 a 12 años
2609,2021,VOLEIBOL,CANCHA DE MINI BASKET-PARQUE MANUELA BELTRAN,MANUELA BELTRAN,11. SUR,FEMENINO,12,3,PROVENZA,10. PROVENZA,3 a 12 años
2610,2021,VOLEIBOL,CANCHA DE MINI BASKET-PARQUE MANUELA BELTRAN,MANUELA BELTRAN,11. SUR,FEMENINO,11,2,MANUELA BELTRAN,11. SUR,3 a 12 años
2611,2021,VOLEIBOL,CANCHA DE MINI BASKET-PARQUE MANUELA BELTRAN,MANUELA BELTRAN,11. SUR,FEMENINO,12,3,SANTA MARIA,11. SUR,3 a 12 años
2612,2021,VOLEIBOL,CANCHA DE MINI BASKET-PARQUE MANUELA BELTRAN,MANUELA BELTRAN,11. SUR,MASCULINO,13,1,IGSABELAR,11. SUR,13 a 17 años
2613,2021,VOLEIBOL,PARQUE DEPORTIVO Y RECREATIVO DE PROVENZA,PROVENZA,10. PROVENZA,FEMENINO,6,1,GARCIA ROVIRA,15. CENTRO,3 a 12 años
2614,2021,VOLEIBOL,PARQUE DEPORTIVO Y RECREATIVO DE PROVENZA,PROVENZA,10. PROVENZA,FEMENINO,10,1,GARCIA ROVIRA,15. CENTRO,3 a 12 años
2615,2021,VOLEIBOL,PARQUE DEPORTIVO Y RECREATIVO DE PROVENZA,PROVENZA,10. PROVENZA,FEMENINO,8,4,PROVENZA,10. PROVENZA,3 a 12 años
2616,2021,VOLEIBOL,PARQUE DEPORTIVO Y RECREATIVO DE PROVENZA,PROVENZA,10. PROVENZA,FEMENINO,7,2,MANUELA BELTRAN,11. SUR,3 a 12 años
2617,2021,VOLEIBOL,PARQUE DEPORTIVO Y RECREATIVO DE PROVENZA,PROVENZA,10. PROVENZA,FEMENINO,8,3,SIN INFORMACION,SIN INFORMACION,3 a 12 años
2618,2021,VOLEIBOL,PARQUE DEPORTIVO Y RECREATIVO DE PROVENZA,PROVENZA,10. PROVENZA,FEMENINO,13,3,UNIVERSIDAD,03. SAN FRANCISCO,13 a 17 años
2619,2021,VOLEIBOL,PARQUE DEPORTIVO Y RECREATIVO DE PROVENZA,PROVENZA,10. PROVENZA,FEMENINO,13,3,ALFONSO LOPEZ,05. GARCIA ROVIRA,13 a 17 años
2620,2021,VOLEIBOL,PARQUE DEPORTIVO Y RECREATIVO DE PROVENZA,PROVENZA,10. PROVENZA,FEMENINO,12,4,SAN FRANCISCO,03. SAN FRANCISCO,3 a 12 años
2621,2021,VOLEIBOL,PARQUE DEPORTIVO Y RECREATIVO DE PROVENZA,PROVENZA,10. PROVENZA,FEMENINO,13,3,CALDAS,24. CALDAS - REPOSO,13 a 17 años
2622,2021,VOLEIBOL,PARQUE DEPORTIVO Y RECREATIVO DE PROVENZA,PROVENZA,10. PROVENZA,FEMENINO,13,1,GARCIA ROVIRA,15. CENTRO,13 a 17 años
2623,2021,VOLEIBOL,PARQUE DEPORTIVO Y RECREATIVO DE PROVENZA,PROVENZA,10. PROVENZA,FEMENINO,14,3,GARCIA ROVIRA,15. CENTRO,13 a 17 años
2624,2021,VOLEIBOL,PARQUE DEPORTIVO Y RECREATIVO DE PROVENZA,PROVENZA,10. PROVENZA,MASCULINO,9,4,ROBLES,11. SUR,3 a 12 años
2625,2021,VOLEIBOL,PARQUE DEPORTIVO Y RECREATIVO DE PROVENZA,PROVENZA,10. PROVENZA,FEMENINO,7,3,LA VICTORIA,06. LA CONCORDIA,3 a 12 años
2626,2021,VOLEIBOL,PARQUE DEPORTIVO Y RECREATIVO DE PROVENZA,PROVENZA,10. PROVENZA,FEMENINO,9,3,LA VICTORIA,06. LA CONCORDIA,3 a 12 años
2627,2021,VOLEIBOL,PARQUE DEPORTIVO Y RECREATIVO DE PROVENZA,PROVENZA,10. PROVENZA,FEMENINO,12,4,SAN ALONSO,13. ORIENTAL,3 a 12 años
2628,2021,VOLEIBOL,PARQUE DEPORTIVO Y RECREATIVO DE PROVENZA,PROVENZA,10. PROVENZA,FEMENINO,13,1,SAN CRISTOBAL,02. NORORIENTAL,13 a 17 años
2629,2021,VOLEIBOL,PARQUE DEPORTIVO Y RECREATIVO DE PROVENZA,PROVENZA,10. PROVENZA,FEMENINO,11,4,PROVENZA,10. PROVENZA,3 a 12 años
2630,2021,VOLEIBOL,PARQUE DEPORTIVO Y RECREATIVO DE PROVENZA,PROVENZA,10. PROVENZA,FEMENINO,12,1,CRISTAL ALTO,10. PROVENZA,3 a 12 años
2631,2021,VOLEIBOL,CANCHA # 1 POLIDEPORTIVO CIUDAD BOLIVAR,BOLIVAR,13. ORIENTAL,MASCULINO,7,4,REAL DE MINAS,07. LA CIUDADELA,3 a 12 años
2632,2021,VOLEIBOL,CANCHA # 1 POLIDEPORTIVO CIUDAD BOLIVAR,BOLIVAR,13. ORIENTAL,FEMENINO,8,2,BUCARAMANGA,08. SUR OCCIDENTE,3 a 12 años
2633,2021,VOLEIBOL,CANCHA # 1 POLIDEPORTIVO CIUDAD BOLIVAR,BOLIVAR,13. ORIENTAL,MASCULINO,7,3,MEJORAS PUBLICAS,13. ORIENTAL,3 a 12 años
2634,2021,VOLEIBOL,CANCHA # 1 POLIDEPORTIVO CIUDAD BOLIVAR,BOLIVAR,13. ORIENTAL,MASCULINO,9,3,REAL DE MINAS,07. LA CIUDADELA,3 a 12 años
2635,2021,VOLEIBOL,CANCHA # 1 POLIDEPORTIVO CIUDAD BOLIVAR,BOLIVAR,13. ORIENTAL,FEMENINO,9,3,REAL DE MINAS,07. LA CIUDADELA,3 a 12 años
2636,2021,VOLEIBOL,CANCHA # 1 POLIDEPORTIVO CIUDAD BOLIVAR,BOLIVAR,13. ORIENTAL,FEMENINO,9,3,GARCIA ROVIRA,15. CENTRO,3 a 12 años
2637,2021,VOLEIBOL,CANCHA # 1 POLIDEPORTIVO CIUDAD BOLIVAR,BOLIVAR,13. ORIENTAL,MASCULINO,9,3,GARCIA ROVIRA,15. CENTRO,3 a 12 años
